cv_fold_1_rep_1	cv_fold_2_rep_1	cv_fold_3_rep_1	cv_fold_4_rep_1	cv_fold_5_rep_1	cv_fold_1_rep_2	cv_fold_2_rep_2	cv_fold_3_rep_2	cv_fold_4_rep_2	cv_fold_5_rep_2	cv_fold_1_rep_3	cv_fold_2_rep_3	cv_fold_3_rep_3	cv_fold_4_rep_3	cv_fold_5_rep_3	cv_fold_1_rep_4	cv_fold_2_rep_4	cv_fold_3_rep_4	cv_fold_4_rep_4	cv_fold_5_rep_4	cv_fold_1_rep_5	cv_fold_2_rep_5	cv_fold_3_rep_5	cv_fold_4_rep_5	cv_fold_5_rep_5	cv_fold_1_rep_6	cv_fold_2_rep_6	cv_fold_3_rep_6	cv_fold_4_rep_6	cv_fold_5_rep_6	cv_fold_1_rep_7	cv_fold_2_rep_7	cv_fold_4_rep_7	cv_fold_5_rep_7	cv_fold_1_rep_8	cv_fold_2_rep_8	cv_fold_3_rep_8	cv_fold_4_rep_8	cv_fold_5_rep_8	cv_fold_1_rep_9	cv_fold_2_rep_9	cv_fold_3_rep_9	cv_fold_4_rep_9	cv_fold_5_rep_9	cv_fold_1_rep_10	cv_fold_2_rep_10	cv_fold_3_rep_10	cv_fold_4_rep_10	cv_fold_5_rep_10
Bifidobacterium_dentium	-1415.66981008018	0	-183.836674928383	-2935.33916485925	0	-2473.43340050916	-2307.82949953294	-199.345010249319	0	0	0	-1632.95976774196	0	-1554.91474858547	-3309.0071654617	0	-1206.09639500585	-1479.86182060891	-991.950286167566	0	0	-324.112697112396	-1339.46327915479	-1.22228040625031	0	0	-2615.08981429491	0	-727.39593165875	-221.316733848161	-5139.69645971077	0	0	0	-880.84913502543	-1361.60199115686	0	0	-1313.6873572771	0	-2815.21420396771	0	-2522.9211196547	0	-1749.2651468837	0	0	-3141.10584146222	0
Dorea_formicigenerans	0	46.4583994168967	0	18.2177767711585	5.91963491845205	37.2847385343302	10.4461201013836	15.7818461132638	0	4.35797306098282	18.3534345680731	16.7500646821475	0	12.3098123896399	17.6272211471722	0	31.5504211387118	0	23.3350865461996	0	0	18.3752449112753	2.62120370223976	0.807209197198238	62.7056442752371	1.94779270929818	44.5276715671326	0	28.6776884141871	0	7.04928035894416	38.666888540457	6.9686065929057	5.20393837836401	19.6549597846407	17.4575997695072	0	0	0	0	50.4837620791464	0	8.13785314187863	67.990247495829	8.85422366579638	0	0	13.5907656200274	17.6656050203816
motu_linkage_group_452	257.87343717492	1115.98050628512	497.800759327879	472.408668012316	0	1285.38832748098	429.478979429535	734.869841013612	46.3089608619406	55.5552246277578	1521.53117842165	545.249284898351	0	525.452594162977	337.995805226538	1479.03071629845	891.221860689836	741.955987522256	691.214946484891	0	0	1760.33827189643	1209.24084447551	0	964.978207809595	0	1340.14376218193	1613.30224293722	880.028481484612	400.299750450038	514.934019646053	1265.98291958037	67.3729664728842	74.8291119688021	648.635468506443	729.172413786385	73.4673337573393	142.115687446461	805.089373378669	0	1132.27077602617	421.74521766936	1556.18926107431	789.802900353919	1076.16280949217	1574.98560918672	0	174.783115373614	1057.97565909923
Streptococcus_sanguinis	328.820290211665	1272.91609489649	0	778.606140322355	379.918922474418	2003.65449674981	245.029122863787	489.848458164858	201.414208650255	175.007888391593	1674.45198970515	656.614420154561	0	602.762506555919	1785.54087539886	733.599509109935	767.158883960282	1877.956144905	377.879182990332	0	65.1440085255887	1873.98521597874	812.590813485676	0	1458.73206455457	346.451482739458	1037.00074465565	1523.7879249934	1121.7159666321	0	535.258176441081	0	88.9856294314165	1117.90304537518	0	1258.63204275006	660.996826072159	418.364759839158	1144.2587464366	32.0387838617276	0	562.079497736558	980.804434636681	1137.58157933657	1208.00320603023	1614.88485007948	0	596.818391777724	1551.3966548005
motu_linkage_group_600	61.9054778598497	82.0372537553892	0	150.06589984002	0	0	77.6638038052636	57.4174031676153	222.486231275235	13.449765960013	145.818531832678	0	0	62.6309563217649	0	167.58986984485	85.4275271603688	0	107.726390099246	0	1.54998045726635	180.758377654985	75.7456588649518	0	0	26.7246891453736	113.355850417803	0	207.078466093417	0	35.3303196844866	144.539963469851	15.2046982837884	0	77.4016361877406	0	9.26929217149504	0	164.163235182196	25.3181138951482	0	0	0	0	0	0	0	113.635998644	114.079623802237
Lactobacillus_oris	-141.503648486207	0	-162.352501839322	-290.030470747759	-162.597363102142	-587.152254961515	0	-324.589895708363	-49.043891759491	-207.097091074768	-961.457982409186	-34.3985015169733	0	-494.441580956301	-39.1826142893525	-116.797910043999	-476.235634698395	-291.628436350356	-211.386051476739	0	0	-55.7956287747141	-624.523762855123	-52.5950748348872	-75.1515195557055	-32.8619625375123	0	-956.127547112777	-74.0747370277448	-168.801743918946	-94.4982269756059	-839.032996288212	0	-75.2171756746665	-89.7572228094994	-204.833115792818	0	-310.937055413862	-617.628926394216	0	-648.496242096707	-13.4742207525617	-110.557933600356	-400.230548153024	-372.966203978236	-65.6313004960472	0	0	-412.247104751461
motu_linkage_group_389	-177.197886020821	-343.146380113355	-139.393395110437	-100.521892446641	-93.7654120303881	-404.748127401114	-128.605774679667	-278.757915362245	-67.7917624253465	-87.7247868971536	-87.2329062848246	-277.399323930688	-82.8082652260285	-220.586272032102	0	0	-218.62900745721	-101.541526292208	-234.321514945094	-86.7759780243105	-122.693100181577	-31.1276477586529	-229.236596149171	-94.6203535047434	-129.881128502353	-210.761778782737	-258.347841317064	-197.901408814319	-165.491384092896	0	-277.743112324839	-363.895786181472	-173.259372661628	-48.5909182800602	-331.847810038918	-258.607121864223	0	-78.8530575500262	-218.086391929773	-66.7702861154597	0	-127.642811261279	-259.462771710541	-276.819482288219	-104.412912412524	-382.091578841435	-121.611968432382	-7.13752872094255	0
Bifidobacterium_catenulatum-Bifidobacterium_pseudocatenulatum_complex	905.895888034642	2653.88766715389	306.812041594411	0	803.954558749374	644.682185208477	888.293863969338	1828.27036975047	0	258.512090078736	2699.05791429009	560.084097763018	657.483333398936	0	3491.67163248338	1624.05037057956	2133.65765711663	683.220234582695	0	187.026859106281	810.389646630989	1325.41586221978	863.142628068577	33.3724533828053	1530.87349456681	873.391825961381	2753.66283470014	1050.82198025665	948.750616246052	507.572240378943	1102.04287503	1545.1714560203	353.957834522256	24.9918020382279	1269.41165343505	878.572637776303	0	97.2366821154107	1406.54830032064	78.5172516019971	1118.8337698802	776.017536947756	402.38270447556	1845.82290580236	587.826033561441	3040.36158991678	0	1894.45445599454	2158.9834865237
Veillonella_dispar	-1.97293380235881	-3.02090425419198	-1.41387058537059	-2.68206574961865	-0.0921190920077497	-3.50901150699565	-0.774241999988673	-2.75825231403193	-0.714193061001974	-2.85089275041013	-4.57777385035757	-1.36960094318784	-1.79850568940258	-2.80951658649416	-3.47145092096921	-5.85641329640882	-3.20915885061631	-4.70915545700869	-2.1324177219068	0	-1.23549199926811	-2.43502267825902	-3.80688080166846	-1.24742693390067	-2.37426963157534	-1.87510940120155	-3.62885734812679	-2.97288366704358	-4.59659395265585	-1.62897860710847	-1.84577406634496	-2.9012322512668	-2.04303008637192	-1.27214274636684	-1.34507931225225	-1.06542941899759	-1.65521073801764	-1.94037008230919	-3.80792390820376	0	-4.23065965604649	-2.73351146582497	0	-3.33653849579696	-2.63791606366844	-4.92244970380526	0	-2.87461406019617	-5.10629148309841
motu_linkage_group_696	0	0	0	0	-370.550011846454	0	0	-446.808757538459	0	-472.456200944114	-218.947275496319	-154.07087122035	-196.481517067369	-314.333489133829	-432.340575972062	-729.165872721377	-489.320749004006	-676.612613925444	0	0	0	-1169.80435142868	0	0	-869.835386002283	0	-437.153690204791	-528.638124945949	-806.75108904653	0	-654.148011649634	-257.449953677269	0	-54.8644235133166	-233.073332230604	-45.9770219933982	-417.496136306402	0	-150.095408841619	0	-1122.75690442396	0	-86.0200524079334	-1421.41930265056	0	-1157.29396626561	0	-578.126678186405	-1408.67478840604
motu_linkage_group_24	-17.8196286530592	0	-66.8435382680658	-50.7483220172816	-44.1036570999195	-218.374017423948	-20.1684538035541	-129.73758789388	0	0	0	-133.969949428481	-79.2085173955349	0	-131.335506847615	-178.049122548269	-186.801113143366	-2.51693856695714	-60.1712230733035	0	0	-44.2602613635533	-195.169890709819	0	-207.395009448011	-42.9858824147812	-167.118192849423	-97.5843954550115	-107.339641828998	-50.8037546076846	0	-188.412072080829	0	-16.5035356771028	-126.647843964656	0	-51.9833068831024	-61.1601702315821	-91.6773353990837	0	-13.3646428934966	-186.207823622196	0	-99.2127534591825	-123.085358118186	-114.664521125175	0	-209.713494823042	0
motu_linkage_group_288	0	52.8457024549817	235.397270629419	0	0	342.395100959394	0	76.7512788154654	0	7.15923376918143	55.6883337816628	0	23.448126020921	0	331.367871599889	427.006527307571	0	219.925451393028	0	0	110.901152502013	56.525281577959	171.202535534669	0	0	0	143.177872770278	228.044292110418	74.8905583147643	0	0	194.354827073641	6.99134963558262	125.709498341897	14.3067429441105	248.101043439186	0	0	48.8614338398713	0	9.04986958601766	26.7025579833064	498.891733745077	0	0	76.7698852714603	0	10.6452276815475	257.186577593672
Stenotrophomonas_maltophilia	37.0585451751988	4.53503378631896	35.5722190961243	79.6991744134508	125.486282168334	35.8638239026628	46.1139158805059	2.45709001087977	79.8850791145229	50.4620897392326	35.7853431973498	58.5741142931509	0	125.723328739286	0.814361586343456	52.9063291983232	39.8334360082386	40.819552171323	55.2500538384067	25.5142941897981	36.215928587634	49.8851816367528	35.4330438320953	155.096625026654	0	106.682713988875	13.1192630153545	39.7781638044673	18.4317112388275	50.3899121665371	44.6446564883644	0	27.2482202747271	76.2545891013087	1.6179697290538	40.7404799374115	98.0018798436541	86.800302536373	42.8476299267221	57.8135815844662	164.169101272426	0	0	43.2715152147232	140.551703194304	0	115.759427575557	15.5052573525479	125.678246803213
motu_linkage_group_636	0	72.7969779084319	25.9751589020454	49.3215103064339	34.6114070611038	82.8564781776642	42.8810740103445	14.2534739103637	0	14.5742047686393	125.649737086496	40.5624560439769	1.69355751868925	58.1837800422414	0	111.979775103681	71.6415095703679	87.0424611125404	55.1209979068056	0	3.88292370762632	0	68.7427513834812	0.778099595776459	67.1784915890252	26.8941370314502	118.676704343872	0	79.6114550409971	32.1176850736549	76.6520003953091	0	0	21.7027732123931	58.8708033167636	61.4024851541364	28.1189214264407	26.7555297189293	145.182478493802	0	91.9018539932143	46.2170646258944	107.59415433038	0	41.8382317515947	100.790747859611	0	65.2951784443094	0
motu_linkage_group_131	-414.758577283124	-1443.30776876312	-659.539458001096	0	-955.238522011893	-2906.16094942528	-151.236815026895	-1594.94127461407	0	-398.039196199157	-1178.36457655453	-1156.52533969109	-619.605392450698	-52.3009055829683	-2371.66186640694	-2586.21224196804	-1196.11194522336	-425.617071567748	-1169.54090631787	-246.856091308604	-33.6409529591969	-1527.15518979053	-910.603687352441	-465.508281623697	-1767.98499814238	0	-2600.6992714626	0	-1890.60321142281	-613.363925580008	-544.561674375916	-1260.82938540399	-649.757448437024	-186.848824139933	-109.947060432328	-902.490095404258	-892.880245503761	-355.107627599923	-1022.50226545491	0	0	-1423.71225643894	-495.73330643006	-1281.44694166946	-1469.20988919272	-992.869407302839	0	0	-1904.58730807312
Bacteroides_xylanisolvens	0.436643670794224	0.65092196522452	5.16214677552929	0	0	26.9849123000765	3.50238295483827	0	0	1.01928786654281	0	2.74163166355234	0	17.3828419134861	0	21.3925143139478	0	15.4994832546014	5.02883987395964	0.50395652936134	0	29.5776983633432	0	1.95732305883272	0	0	1.28109539977905	0	14.751217241118	0	0	8.48008257642359	3.94426404955884	0	9.41475196732836	0	0	0.669729562102146	21.4933672364571	0	0	15.3188736417213	4.58069627776503	0	0.321174237508946	3.98220864709623	0	0	0
motu_linkage_group_115	0	9.25716573338432	0	10.5888491583257	0	16.469569091656	3.9618934272587	0.0689344298056866	0	2.75684229449456	5.26562544744019	0	0	11.1887474793606	23.8851578027033	11.1596897383016	4.24782234625982	9.89011287528756	0	0	0	16.5059418916988	9.46874028697603	4.10121590383183	3.03171914920763	7.82151068912116	12.2871325488314	0	15.8939212543329	0	0.594093171540971	7.09349668462714	0	0	2.17061056385719	8.05399207368686	0	0	17.0765951918169	0	16.9928762228159	9.99431297612087	0	7.2735060206398	19.8683758745141	0	0	0	22.0155191873259
Klebsiella_oxytoca	-22.9682322244197	-82.2100897206406	-113.732941447648	-184.159471712104	-74.0821668246375	-151.297587168785	-49.7907962922119	-45.59895883549	-13.4267689951274	-74.4844247709656	-168.956693292422	-57.1971061752079	-68.8636400298578	-71.0414102365922	-157.465430732774	-268.652697833887	-90.9693961711508	-98.3483841332862	-192.849162137478	0	0	-85.904549051476	-31.978098776976	-108.128879385048	-391.923496752682	0	-124.991154057852	-215.588804758458	-149.946363164148	-74.6759682901408	-87.6185508127987	0	-85.8554821560397	-31.6418112265576	-159.915193638389	-82.0844445086401	-134.446021827754	-21.1775450978932	-46.3210560445672	-17.025739194115	-214.322344189042	-163.532061201902	-241.13861003661	0	-124.876034248565	-34.9477330450897	0	-160.737787429594	0
motu_linkage_group_385	0	0	0	-22.1801174551985	0	0	-0.701859428565975	-135.845083379834	0	-26.9092402161926	-20.0389025006014	0	-8.27264828862012	0	-171.018453150916	-43.7343813418729	0	-73.4905436233186	-15.793488982234	0	0	-5.61758193951606	-7.48997991685071	0	-91.6942179417261	0	0	-75.7824686442775	-69.3055723922394	0	-1.19136418453364	-4.22617982153293	0	-36.2772852535727	0	0	-26.3481166788784	0	-11.3045817362627	0	-78.8804978714818	-11.9181017374898	-0.389420924039085	-102.9003959521	-53.1744569888963	0	0	-48.5906184410209	-99.8205553499831
motu_linkage_group_498	0	-30.1937079637988	-36.6626155149283	-22.2860303381509	-8.54113120110484	0	-25.9668171037974	-23.5777099199883	-17.3295292873317	-17.2430498904691	0	0	-15.9519465995808	-24.0052861279391	-39.3225302075291	-32.0664218502539	-0.298217283422985	-41.5686272007374	-31.3962149521972	-5.60908918107355	-8.15326102213937	-9.06876424750152	-10.7157192272927	-18.419473181922	-23.8892919526582	-12.8331155406312	-43.6900152095416	-4.43183598861533	-48.685929547509	-8.12939167400835	-25.9235078519279	-42.5112430535409	-3.71160768506207	-14.4598620265611	-29.6838634786077	-9.32321484734553	-14.9424939625076	-30.1031103488148	-13.0629934483289	-14.2168177014622	-45.7382950480095	-15.0303184782455	-46.9132037539513	-23.1619309974546	-13.9836556126312	-16.6175968628284	-12.1124805227579	-5.67128572062608	0
motu_linkage_group_517	0	43.6167675047766	0	0	4.44537513843163	0	0	17.2484857453616	0	13.6941807355657	56.7348316081449	8.57210130398509	2.64207686443667	0	0	0	21.6597676051077	21.4298819558788	25.3551995679763	0	0	0	0	3.24367886522528	12.3884733455314	0	39.0426942398668	6.27854135466214	0	3.65199239559812	5.55072405908685	11.9784870740688	0	0	18.0525072828961	0	0	22.8489980786033	0	0	54.7717076282033	1.22395227712564	0	42.0807706932231	31.9307820603291	5.47980074909491	0	25.2085656654362	0
Streptococcus_agalactiae	0	-1235.61372848037	0	0	-73.964243265817	-3055.67044799303	0	-2770.27947716168	0	-1893.48445454565	-4322.25975170542	0	0	0	0	-862.880254530333	-1528.63108464225	-1810.136066569	0	0	0	-2268.8619740457	-3597.89834567832	0	-1411.92467593379	0	0	-2229.22416753992	-2379.44656281381	0	0	-1282.70465740078	0	0	-2162.71841343245	-91.7721794572384	0	0	-215.910953513595	0	-3226.6832090104	-743.732314389151	-2098.23662857261	-1444.73859404659	0	-2284.2032379078	0	-624.251075902639	-6458.0013203603
Actinomyces_odontolyticus	0	55.8227591173991	1.74482963671304	10.0302354843237	0	10.4549941440863	35.5829872345339	45.5941626597244	1.79345417081278	11.8212580451221	71.4813516822598	20.6332844525102	9.61319456975522	12.4240222054098	0	62.8881984658269	50.4688805635948	79.4008090716385	35.0359981238034	0	13.5836607897362	0	29.8362923125658	9.31038329325743	63.084727260297	0	0	100.075566598606	48.0160388256425	9.19366366861538	38.9583886183585	42.1169642923777	0.0619561972180208	13.9220976383692	0	43.1735552870472	22.6886928364843	23.1137294058256	41.5728645846918	0	32.5088134899967	8.02014233815595	136.189593297993	22.1680577601109	25.4687614104531	75.922288820363	0	23.3298299650281	48.9930898957937
Actinomyces_viscosus	0	-262.892899444817	-47.8029847959695	0	0	-459.421119643766	0	-283.420416678949	0	-42.4491189859769	0	-122.727807387313	0	-21.2561702713489	-758.412747526426	-81.9130251702793	-258.866935108384	-106.035557216257	0	0	0	-329.966926833824	-464.438127004943	0	-142.692271620092	0	-419.464387906341	-457.65405974104	-342.742079694579	-16.7549576940742	-100.58442298944	0	0	0	0	-215.318736512925	0	0	-16.7002586841844	0	-413.837445064265	0	-89.9732736889827	-113.640443596005	0	-398.361361212071	0	0	-712.046248996699
motu_linkage_group_588	0	-2.76978021547781	0	-0.699758023376093	0	-5.24060200910942	0	-3.47911771865696	0	0	-2.3044962801794	0	0	0	-7.06264016806941	0	-0.795098173976072	-4.092983511712	0	0	0	-0.211999781529413	0	0	-6.15645387955374	0	-4.39223847817482	-3.25876601496683	-3.88285357723683	0	-1.16108040148929	-3.38138744504195	0	0	-1.16427594792575	0	-0.133068105534265	0	-1.14899381736989	0	-4.65803535084132	-0.407326243248479	-5.94979108193232	0	-1.23970240418485	-4.0505896001212	0	-1.78222600859976	-5.82969807913861
motu_linkage_group_528	0	24.4260605631377	8.17567609761669	5.97642666331174	5.71297607629085	38.608752055015	13.7272392151048	14.9793075759949	0	0	81.7907361832822	0	0	0	36.5471549010573	30.8643232066301	3.99679009678205	39.0365013547373	4.54923474986222	0	0	39.9097669075421	18.4754900586865	2.1572251638852	0	10.0219253620166	40.1835577348224	10.6298326864049	28.4033944618747	0	3.80570488185448	0	8.75482709615983	0	22.5898421395052	2.32522048327124	2.01420359403431	0	8.25208613567094	0	11.0971199922216	8.75137984657593	22.4543573229692	27.8943890925024	19.2263403918399	25.6601181885141	0	13.2296143369489	19.2598053927685
motu_linkage_group_362	0	-3.46293960987332	-1.96680576737088	-2.01979344655487	-0.316346486958817	-3.89651571504884	-1.60721794465883	-4.52303251711385	0	-0.867566576130613	-0.783455557723515	-3.74759935226668	0	0	-8.36211765004256	-3.37329330071014	-3.52021522802375	-0.611830392090922	-3.58985520835942	0	0	-3.01388534938255	-4.7083864966074	0	-5.03382185125496	-1.69041593195966	-5.14876585538329	-1.35596986147387	-2.82704709953624	-0.807341548773423	-3.29723941789003	-1.92478267703179	0	0	-2.42462577403489	-1.64897877272149	-1.80477718522913	-0.808636086453182	-2.52829816989746	0	-4.83559008015415	-1.59585208572562	-7.98054544772323	-1.65464406607168	-2.05745042051718	-6.60728954521126	0	-1.69106053443415	-4.10525090099658
motu_linkage_group_510	0	-526.793277560927	-495.969110151827	0	0	-1801.2418344129	0	0	0	0	-1418.61538730653	-642.472659797795	0	0	-996.014322078979	-1777.23489848009	-509.699900278604	-1233.78444004859	-140.15618493676	0	0	-340.81136178455	-558.295530939278	0	-3359.85566327485	0	-1966.90880308574	-2344.63787504864	-1394.18382333237	0	0	-1023.95309141184	0	0	-54.2504423463079	-166.82198177982	-307.130994649339	0	-378.157944570043	0	0	-24.148961038545	-1426.90309892901	-863.61833350441	-635.960891064522	0	0	-746.750581912979	-97.2587064303973
